brand,model,cpu,gpu,gpu_memory,ram,storage,display_specs,battery,webcam,connections,weight,warranty,fingerprint,ssd_support,ram_gb,price_idr,screen_specs,laptop_type
HP,Victus 16-r0053nia,Intel® Core™ i7-13700H,NVIDIA® GeForce RTX™ 3050,6 GB GDDR6,16 GB DDR5-5200 MT/s,1 TB PCIe® Gen4 NVMe™ M.2 SSD,"16.1"" diagonal, FHD, 144 Hz, IPS, micro-edge, anti-glare, 250 nits, 45% NTSC","4-cell, 70 Wh Li-ion polymer",HP True Vision 1080p FHD camera with temporal noise reduction and integrated dual array digital microphones,"1 USB Type-A 5Gbps signaling rate (HP Sleep and Charge); 1 USB Type-C® 5Gbps signaling rate (USB Power Delivery, DisplayPort™ 1.4, HP Sleep and Charge); 2 USB Type-A 5Gbps signaling rate; 1 HDMI 2.1; 1 RJ-45; 1 AC smart pin; 1 headphone/microphone combo",2.31 kg,1 Year,,Unknown,16.0,22433223,"1920 x 1080, 144 Hz",Gaming / Creator
Lenovo,LOQ 15ARP9,AMD Ryzen 7 7435HS,Nvidia GeForce RTX 4060 8GB,8GB GDDR6,1x 12GB SO-DIMM DDR5-4800,512GB SSD M.2 2242 PCIe® 4.0x4 NVMe®,"15.6"" FHD IPS 300nits Anti-glare, 100% sRGB, 144Hz, G-SYNC®",60Wh,HD 720p with E-Shutter,"3x USB-A (USB 5Gbps / USB 3.2 Gen 1) 1x USB-C® (USB 10Gbps / USB 3.2 Gen 2), with Lenovo® PD 140W and DisplayPort™ 1.4 1x HDMI® 2.1, up to 8K/60Hz 1x Headphone / microphone combo jack (3.5mm) 1x Ethernet (RJ-45) 1x Power connector",2.38 kg,1 year,,Unknown,1.0,21602513,"1920 x 1080, 144 Hz",Gaming / Creator
Dell,G15 5530,Intel Core I5-13450HX,Nvidia GeForce RTX 3050 6GB,6GB GDDR6,"16GB, 1x16GB, DDR5, 4800MT/s","512GB, M.2, PCIe NVMe, SSD","15.6"" FHD (1920x1080) 120Hz","3-Cell Battery, 56WHr",,1 headset (headphone and microphone combo) port 1 RJ45 Ethernet port 3 USB 3.2 Gen 1 ports 1 HDMI 2.1 port 1 USB-C 3.2 Gen 2 port with DisplayPort™,2.81 kg,3 Years,,Unknown,16.0,19708827,"1920 x 1080, 120 Hz",Gaming / Creator
Lenovo,Legion Pro 5 16IRX10,Intel Core i7-14650HX,Nvidia GeForce RTX 5050 8GB,8GB GDDR7,1x 16GB SO-DIMM DDR5-5600,512GB SSD M.2 2242 PCIe® 4.0x4 NVMe®,"16"" WQXGA IPS 500nits Anti-glare, 100% DCI-P3, 240Hz, DisplayHDR™ 400, Dolby Vision®, G-SYNC®, Low Blue Light, High Gaming Performance",80Wh,5.0MP with E-shutter,"2x USB-A (USB 5Gbps / USB 3.2 Gen 1) 1x USB-A (USB 10Gbps / USB 3.2 Gen 2), Always On 1x USB-C® (USB 10Gbps / USB 3.2 Gen 2), with USB PD 65-100W and DisplayPort™ 2.1 1x USB-C® (USB 10Gbps / USB 3.2 Gen 2), with DisplayPort™ 1.4 1x HDMI® 2.1, up to 8K/60H",2.4 kg,2 Years,,Unknown,1.0,30143231,"2560x1600, 240 HZ",Gaming / Creator
HP,Victus 15-fa1034nia,Intel® Core™ i5-13420H,NVIDIA® GeForce RTX™ 2050,4 GB GDDR6,8 GB DDR4-3200 MT/s,512 GB PCIe® Gen4 NVMe™ M.2 SSD,"15.6"" diagonal, FHD, 144 Hz, 9 ms response time, IPS, micro-edge, anti-glare, 250 nits, 45% NTSC",Up to 6 hours and 30 minutes 7,,"1 USB Type-A 5Gbps signaling rate; 1 USB Type-A 5Gbps signaling rate (HP Sleep and Charge); 1 USB Type-C® 5Gbps signaling rate (DisplayPort™ 1.4, HP Sleep and Charge); 1 HDMI 2.1; 1 RJ-45; 1 AC smart pin; 1 headphone/microphone combo",2.29 kg,1 Year,,Unknown,8.0,16172643,"1920 x 1080, 144 Hz",Gaming / Creator
HP,Victus 15-fa1033nia,Intel® Core™ i5-13420H,NVIDIA® GeForce RTX™ 2050,4 GB GDDR6,8 GB DDR4-3200 MT/s,512 GB PCIe® Gen4 NVMe™ M.2 SSD,"15.6"" diagonal, FHD, 144 Hz, 9 ms response time, IPS, micro-edge, anti-glare, 250 nits, 45% NTSC",Supports battery fast charge: approximately 50% in 30 minutes,,"1 USB Type-A 5Gbps signaling rate; 1 USB Type-A 5Gbps signaling rate (HP Sleep and Charge); 1 USB Type-C® 5Gbps signaling rate (DisplayPort™ 1.4, HP Sleep and Charge); 1 HDMI 2.1; 1 RJ-45; 1 AC smart pin; 1 headphone/microphone combo",2.29 kg,1 Year,,Unknown,8.0,16642186,"1920 x 1080, 144 Hz",Gaming / Creator
Lenovo,Legion 5 15IRX10,Intel® Core i9-14900HX,Nvidia GeForce RTX 5070 8GB,8GB GDDR7,32GB 2x 16GB SO-DIMM DDR5-5600,1TB SSD M.2 2242 PCIe® 4.0x4 NVMe®,"15.1"" WQXGA OLED 500nits glossy, 100% DCI-P3, 165Hz, Dolby Vision®, DisplayHDR™ True Black 600",80Wh,5.0MP with E-shutter,"2x USB-A (USB 5Gbps / USB 3.2 Gen 1) 1x USB-A (USB 5Gbps / USB 3.2 Gen 1), Always On 1x USB-C® (USB 10Gbps / USB 3.2 Gen 2), with USB PD 65-100W and DisplayPort™ 2.1 1x USB-C® (USB 10Gbps / USB 3.2 Gen 2), with DisplayPort™ 1.4 1x HDMI® 2.1, up to 8K/60Hz",1.9 kg,1 year,,Unknown,32.0,45197909,"2560 x 1600, 165 HZ",Gaming / Creator
ASUS,ROG Strix G16 ​G614FM-RV169W,AMD Ryzen 9 9955HX,Nvidia GeForce RTX 5060 8GB,8GB GDDR6,16GB DDR5,1TB PCIe 4.0 NVMe SSD,"16” FHD+ (1920x1200), 165Hz, WUXGA IPS, 16:10 aspect ratio","90WHrs, 4S1P, 4-cell Li-ion",,"1x RJ45 LAN port   1x Type-C USB 4 with support for DisplayPort™ / G-SYNC (data speed up to 40Gbps)   1x Type-C USB 4 with support for DisplayPort™ / power delivery / G-SYNC (data speed up to 40Gbps)   2x USB 3.2 Gen 2 Type-A (data speed up to 10Gbps)""",2.50 Kg,1 year,,Unknown,16.0,37197879,"1920 x 1200, 165 HZ",Gaming / Creator
ASUS,TUF Gaming F16 FX607VJ-RL805W,Intel Core 5 210H,Nvidia GeForce RTX 3050,,8GB DDR4,512GB PCIe® 4.0 NVMe™ M.2 SSD,"16 FHD+ 16:10 (1920 x 1200, WUXGA) 144HZ","56WHrs, 4S1P, 4-cell Li-ion",720P HD camera,,2.20 Kg,1 year,,Unknown,8.0,19129202,"1920 x 1200, 144 Hz",Gaming / Creator
ASUS,ROG Strix SCAR 18 G835LR-AI3201W,Intel Core Ultra 9 275HX,Nvidia GeForce RTX 5070 Ti 12GB,12GB GDDR7,16GB DDR5-5600 SO-DIMM,1TB PCIe® 4.0 NVMe™ M.2 Performance SSD,"ROG Nebula Display 18-inch 2.5K (2560 x 1600, WQXGA) 16:10 aspect ratio IPS-level anti-glare display DCI-P3: 100% Refresh Rate: 240Hz G-Sync Pantone Validated MUX Switch + NVIDIA® Advanced Optimus Support Dolby Vision HDR : Yes","90WHrs, 4S1P, 4-cell Li-ion",1080P FHD IR Camera for Windows Hello,1x 3.5mm Combo Audio Jack 1x HDMI 2.1 FRL 3x USB 3.2 Gen 2 Type-A (data speed up to 10Gbps) 1x 2.5G LAN port 2x Thunderbolt™ 5 with support for DisplayPort™ / power delivery / G-SYNC (data speed up to 120Gbps),3.30 Kg,1 year,,Unknown,16.0,65952149,"2560 x 1600, 240 HZ",Gaming / Creator
ASUS,ROG Strix G16 G615LR-VG132W,Intel Core Ultra 9 275HX,Nvidia GeForce RTX 5070Ti 12GB,12GB GDDR7,32GB DDR5-5600 SO-DIMM,1TB PCIe® 4.0 NVMe™ M.2 SSD,"16-inch FHD+ 16:10 (1920 x 1200, WUXGA) IPS-level anti-glare display sRGB: 100% Refresh Rate: 165Hz Response Time: 3ms G-Sync MUX Switch + NVIDIA® Advanced Optimus Support Dolby Vision HDR : Yes","90WHrs, 4S1P, 4-cell Li-ion",1080P FHD IR Camera for Windows Hello,1x 3.5mm Combo Audio Jack 1x HDMI 2.1 FRL 3x USB 3.2 Gen 2 Type-A (data speed up to 10Gbps) 1x 2.5G LAN port 2x Thunderbolt™ 5 with support for DisplayPort™ / power delivery / G-SYNC (data speed up to 120Gbps),2.65 Kg,1 year,,Unknown,32.0,53997502,"1920 x 1200, 165 HZ",Gaming / Creator
ASUS,ROG Strix G16 G614JVR-N3044W,Intel Core I9-14900HX,Nvidia GeForce RTX 4060 8GB,8GB GDDR6,16GB Ram,1TB PCIe® 4.0 NVMe™ M.2 SSD,"16-inch FHD+ 16:10 (1920 x 1200, WUXGA) IPS-level anti-glare display sRGB: 100% Refresh Rate: 165Hz Response Time: 7ms G-Sync MUX Switch + NVIDIA® Advanced Optimus Support Dolby Vision HDR : Yes","90WHrs, 4S1P, 4-cell Li-ion",720P HD camera,1x 3.5mm Combo Audio Jack 1x HDMI 2.1 FRL 1x USB 3.2 Gen 2 Type-C support displayport / power delivery / G-SYNC 2x USB 3.2 Gen 2 Type-A (data speed up to 10Gbps) 1x RJ45 LAN port 1x Thunderbolt™ 4 with support for DisplayPort™ (data speed up to 40Gbps),2.50 Kg,1 year,,Unknown,16.0,34158020,"1920 x 1200, 165 HZ",Gaming / Creator
MSI,Sword 16 HX B14VFKG,Intel Core i9-14900HX,Nvida GeForce RTX 4060 8GB,8GB GDDR6,16GB DDR5 8GB*2,1TB NVMe PCIe SSD Gen4x4,"16"" 16:10 FHD+ (1920 x 1200), 144Hz, IPS-level panel",4-Cell 65 Battery (Whr),HD type (30fps@720p) 3D Noise Reduction (3DNR),1x Type-C (USB3.2 Gen2 / DisplayPort™/ Power Delivery 3.0) 3x Type-A USB3.2 Gen1 1x HDMI™ 2.1 (8K @ 60Hz / 4K @ 120Hz),2.3 kg,1 year,,Unknown,16.0,31650257,"1920 x 1080, 144 Hz",Gaming / Creator
Lenovo,LOQ 15IAX9,Intel Core I5-12450HX,Nvidia GeForce RTX 2050 4GB,4GB GDDR6,1x 12GB SO-DIMM DDR5-4800,512GB SSD M.2 2242 PCIe® 4.0x4 NVMe®,"15.6"" FHD IPS 300nits Anti-glare, 100% sRGB, 144Hz, G-SYNC®",60Wh,HD 720p with E-Shutter,"3x USB-A (USB 5Gbps / USB 3.2 Gen 1) 1x USB-C® (USB 10Gbps / USB 3.2 Gen 2), with Lenovo® PD 140W and DisplayPort™ 1.4 1x HDMI® 2.1, up to 8K/60Hz 1x Headphone / microphone combo jack (3.5mm) 1x Ethernet (RJ-45) 1x Power connector",2.38 kg,2 Years,,Unknown,1.0,16056822,"1920 x 1080, 144 Hz",Gaming / Creator
ASUS,ROG Zephyrus G16 GU605MI-G16.U94070,Intel Core Ultra 9 185H,Nvidia Geforce RTX 4070,8GB,16GB RAM,1TB SSD,"ROG Nebula Display 16-inch 2.5K (2560 x 1600, WQXGA) 16:10 aspect ratio OLED glossy display Refresh Rate: 240Hz","90WHrs, 4S1P, 4-cell Li-ion",1080P FHD IR Camera for Windows Hello,1x 3.5mm Combo Audio Jack 1x HDMI 2.1 FRL 2x USB 3.2 Gen 2 Type-A (data speed up to 10Gbps) 1x USB 3.2 Gen 2 Type-C with support for DisplayPort™ / power delivery (data speed up to 10Gbps) 1x Thunderbolt™ 4 with support for DisplayPort™ / power delivery (,1.95 Kg,1 year,,Unknown,16.0,43198002,"2560 x 1600, 240 HZ",Gaming / Creator
MSI,Stealth 16 AI Studio A1VGG,Intel Core Ultra 9 185H,Nvidia GeForce RTX 4070 8GB,8GB GDDR6,32GB Ram DDR5-5600,1 TB NVMe PCIe Gen4 SSD,"16” QHD+ (2560x1600), 240Hz, IPS-Level",4-Cell 99.9 Battery (Whr),IR FHD type (30fps@1080p) with HDR 3D Noise Reduction+ (3DNR+),1x Type-C (USB3.2 Gen2 / DisplayPort™) 1x Thunderbolt™ 4 (DisplayPort™/ Power Delivery 3.0) 1x Type-A USB3.2 Gen2 1x Micro SD Card Reader 1x HDMI™ 2.1 (8K @ 60Hz / 4K @ 120Hz),1.99 kg,1 year,,Unknown,32.0,41997657,"2560x1600, 240 HZ",Gaming / Creator
MSI,Vector 16 HX AI A2XWIG,Intel Core Ultra 9 275HX,Nvidia GeForce RTX 5080 16GB,16GB GDDR7,16GB DDR5-6400,1TB SSD,"16” QHD+, 240Hz, IPS-Level",4-Cell 90 Battery (Whr),IR FHD type (30fps@1080p) with HDR 3D Noise Reduction+ (3DNR+),2x Thunderbolt™ 5 (DisplayPort™/ Power Delivery 3.1) 2x Type-A USB3.2 Gen2 1x SD Express Card Reader 1x HDMI™ 2.1 (8K @ 60Hz / 4K @ 120Hz),2.7 kg,2 years,,Unknown,16.0,60796788,"2560x1600, 240 HZ",Gaming / Creator
HP,Omen 16-AE0075CL,Intel Core i7-14700HX,Nvidia GeForce RTX 4070 8GB,8 GB GDDR6,16 GB DDR5-5600 MT/s (2 x 8 GB),1 TB PCIe® NVMe™ M.2 SSD,"16.1"" diagonal FHD 144Hz display","4-cell, 70 Wh Li-ion polymer",HP True Vision 1080p FHD camera with temporal noise reduction and integrated dual array digital microphones,"1 USB Type-C® 5Gbps signaling rate (USB Power Delivery, DisplayPort™ 1.4, HP Sleep and Charge); 2 USB Type-A 5Gbps signaling rate; 1 USB Type-A 5Gbps signaling rate (HP Sleep and Charge); 1 AC smart pin; 1 HDMI-out 2.1; 1 headphone/microphone combo; 1 RJ-",2.31 Kg,1 year,,Unknown,16.0,32958075,"1920 x 1080, 144 Hz",Gaming / Creator
MSI,Vector 16 HX A14VIG,Intel Core I9-14900HX,Nvidia GeForce RTX 4090 16GB,16GB GDDR6,32GB Ram,1TB M.2 SSD,"16” QHD+ (2560x1600), 240Hz, IPS-Level",4-Cell 90 Battery (Whr),HD type (30fps@720p) 3D Noise Reduction (3DNR),1x Thunderbolt™ 4 (DisplayPort™) 1x Type-C (USB3.2 Gen2 / DisplayPort™) 1x Type-C (USB3.2 Gen2 / DisplayPort™/ Power Delivery 3.0) 1x Type-A USB3.2 Gen1 1x Type-A USB3.2 Gen2 1x SD Express Card Reader 1x HDMI™ 2.1 (8K @ 60Hz / 4K @ 120Hz),2.7 kg,1 year,,Unknown,32.0,71951872,"2560x1600, 240 HZ",Gaming / Creator
MSI,Vector 16 HX AI A2XWHG,Intel Core Ultra 9 275HX,GeForce RTX™ 5070 Ti,12GB GDDR7,32GB 2 x 16 Up to DDR5-6400,1TB NVMe PCIe SSD Gen4x4 w/o DRAM,"16"" 16:10 QHD, 240Hz, 100% DCI-P3, IPS-level panel",4-Cell 90 Battery (Whr),IR FHD type (30fps@1080p) with HDR 3D Noise Reduction+ (3DNR+),2x Thunderbolt™ 5 (DisplayPort™/ Power Delivery 3.1) 2x Type-A USB3.2 Gen2 1x SD Express Card Reader 1x HDMI™ 2.1 (8K @ 60Hz / 4K @ 120Hz),2.7 kg,2 Years,,Unknown,32.0,51997195,"2560x1600, 240 HZ",Gaming / Creator
MSI,Vector 16 HX AI A2XWIG,Intel Core Ultra 9 275HX,Nvidia GeForce RTX 5080,16GB GDDR7,32GB 2 x 16 DDR5-6400,1TB NVMe PCIe SSD Gen4x4 w/o DRAM,"16"" 16:10 QHD, 240Hz, 100% DCI-P3, IPS-level panel",4-Cell 90 Battery (Whr),IR FHD type (30fps@1080p) with HDR 3D Noise Reduction+ (3DNR+),2x Thunderbolt™ 5 (DisplayPort™/ Power Delivery 3.1) 2x Type-A USB3.2 Gen2 1x SD Express Card Reader 1x HDMI™ 2.1 (8K @ 60Hz / 4K @ 120Hz),2.7 kg,2 Years,,Unknown,32.0,67996455,"2560x1600, 240 HZ",Gaming / Creator
MSI,Titan 18 HX AI A2XWJG,Intel Core Ultra 9 285HX,Nvidia GeForce RTX™ 5090,24GB GDDR7,64GB DDR5 6400MHz 32GB*2,4TB SSD - 2TB NVMe PCIe Gen5x4 SSD + 2TB NVMe PCIe Gen4x4 SSD,"18"" 16:10 UHD+ (3840x2400), MiniLED, 120Hz, 100% DCI-P3 (Typ.), IPS-Level panel",4-Cell 99 Battery (Whr),IR FHD type (30fps@1080p) with HDR 3D Noise Reduction+ (3DNR+),2x Thunderbolt™ 5 (DisplayPort™/ Power Delivery 3.1) 3x Type-A USB3.2 Gen2 1x SD Express Card Reader 1x HDMI™ 2.1 (8K @ 60Hz / 4K @ 120Hz),3.6 kg,2 Years,,Unknown,64.0,119994050,"3840x2400, 120 Hz",Gaming / Creator
Lenovo,LOQ 15IRX9,Intel® Core™ i5-13450HX,NVIDIA® GeForce RTX™ 3050,6GB GDDR6,2x 12GB SO-DIMM DDR5-4800,512GB SSD M.2 2242 PCIe® 4.0x4 NVMe®,"15.6"" FHD IPS 300nits Anti-glare, 100% sRGB, 144Hz, G-SYNC®",60Wh,FHD 1080p with E-shutter,"3x USB-A (USB 5Gbps / USB 3.2 Gen 1) 1x USB-C® (USB 10Gbps / USB 3.2 Gen 2), with Lenovo® PD 140W and DisplayPort™ 1.4 1x HDMI® 2.1, up to 8K/60Hz 1x Headphone / microphone combo jack (3.5mm) 1x Ethernet (RJ-45) 1x Power connector",2.38 kg,2 Years,,Unknown,2.0,19129202,"1920x1080, 144 Hz",Gaming / Creator
ASUS,ROG Strix SCAR 16 G635LW-AI264W,Intel Core Ultra 9 275HX,Nvidia GeForce RTX 5080,16GB GDDR7,64GB DDR5-5600 SO-DIMM,2TB PCIe® 4.0 NVMe™ M.2 Performance SSD,"16-inch 2.5K, WQXGA 16:10 aspect ratio IPS-level anti-glare display DCI-P3: 100% Refresh Rate: 240Hz Response Time: 3ms G-Sync Pantone Validated MUX Switch + NVIDIA® Advanced Optimus Support Dolby Vision HDR : Yes","90WHrs, 4S1P, 4-cell Li-ion",1080P FHD IR Camera for Windows Hello,1x 3.5mm Combo Audio Jack 1x HDMI 2.1 FRL 3x USB 3.2 Gen 2 Type-A (data speed up to 10Gbps) 1x 2.5G LAN port 2x Thunderbolt™ 5 with support for DisplayPort™ / power delivery / G-SYNC (data speed up to 120Gbps),2.80 Kg,1 Year,,Unknown,64.0,77596011,"2560 x 1600, 240 HZ",Gaming / Creator
ASUS,ROG Strix SCAR 16 G635LR-AI321W,​Intel Core Ultra 9 275HX,NVIDIA® GeForce RTX™ 5070 Ti,12GB GDDR7,32GB DDR5-5600 SO-DIMM,1TB PCIe® 4.0 NVMe™ M.2 Performance SSD,16-inch 2.5K WQXGA 16:10 aspect ratio IPS-level anti-glare display DCI-P3: 100% Refresh Rate: 240Hz Response Time: 3ms G-Sync Pantone Validated MUX Switch + NVIDIA® Advanced Optimus Support Dolby Vision HDR : Yes,"90WHrs, 4S1P, 4-cell Li-ion",1080P FHD IR Camera for Windows Hello,1x 3.5mm Combo Audio Jack 1x HDMI 2.1 FRL 3x USB 3.2 Gen 2 Type-A (data speed up to 10Gbps) 1x 2.5G LAN port 2x Thunderbolt™ 5 with support for DisplayPort™ / power delivery / G-SYNC (data speed up to 120Gbps),2.80 Kg,1 Year,,Unknown,32.0,61997132,"2560 x 1600, 240 HZ",Gaming / Creator
ASUS,ROG Zephyrus G16 GU605CR-QR232W,Intel Core Ultra 9 285H,Nvidia GeForce RTX 5070,12GB GDDR7,32GB LPDDR5X 7467,2TB PCIe® 4.0 NVMe™ M.2 SSD,16 2.5K WQXGA OLED 240HZ,4-cell 90 Wh lithium-ion 4S1P battery,1080P FHD IR Camera for Windows Hello,"1x 3.5mm Combo Audio Jack 1x HDMI 2.1 FRL 2x USB 3.2 Gen 2 Type-A (data speed up to 10Gbps) 1x Thunderbolt™ 4 with support for DisplayPort™ / power delivery (data speed up to 40Gbps) 1x card reader (SD) (UHS-II, 312MB/s)",1.95 Kg,1 Year,,Unknown,32.0,59108066,"2560 x 1600, 240 HZ",Gaming / Creator
HP,Omen Max AH0097,Intel® Core™ Ultra 9 275HX,Nvidia GeForce RTX 5080,16 GB,32 GB DDR5-5600 MT/s (2 x 16 GB),1 TB PCIe® Gen4 NVMe™ M.2 SSD,"16"" diagonal, WQXGA, 60-240 Hz, 3 ms response time, IPS, micro-edge, anti-glare, Low Blue Light, 500 nits, 100% sRGB","6-cell, 83 Wh Li-ion polymer",HP True Vision 1080p FHD IR camera with temporal noise reduction and integrated dual array digital microphones,"2 Thunderbolt™ 4 with USB Type-C® 40Gbps signaling rate (USB Power Delivery, DisplayPort™ 2.1, HP Sleep and Charge); 2 USB Type-A 10Gbps signaling rate; 1 AC smart pin; 1 HDMI 2.1; 1 headphone/microphone combo; 1 RJ-45[19,42]",2.76 kg,1 Year,,Unknown,32.0,79996300,"2560 x 1600, 240 HZ",Gaming / Creator
HP,Victus 16-R0026NIA,Intel Core i5-13500H,Nvidia GeForce RTX 4050 6GB,6GB GDDR6 dedicated,16 GB DDR5-5200 MT/s (2 x 8 GB),512GB PCIe® Gen4 NVMe™ M.2 SSD,"40.9 cm (16.1"") diagonal, FHD, 144Hz, IPS, micro-edge, anti-glare, 250 nits, 45% NTSC","4-cell, 70 Wh Li-ion polymer",HP True Vision 1080p FHD camera with temporal noise reduction and integrated dual array digital microphones,"1 USB Type-A 5Gbps signaling rate (HP Sleep and Charge); 1 USB Type-C® 5Gbps signaling rate (USB Power Delivery, DisplayPort™ 1.4, HP Sleep and Charge); 2 USB Type-A 5Gbps signaling rate; 1 HDMI 2.1; 1 RJ-45; 1 AC smart pin; 1 headphone/microphone combo",,1 Year,,Unknown,16.0,21494136,"1920 x 1080, 144 Hz",Gaming / Creator
Lenovo,LOQ 15IRX9,Intel Core i7-14700HX,Nvidia GeForce RTX 4060 8GB,8GB GDDR6,16GB 2x 8GB SO-DIMM DDR5-5600,1TB SSD M.2 2242 PCIe® 4.0x4 NVMe®,"15.6"" FHD (1920x1080) IPS 300nits Anti-glare, 100% sRGB, 144Hz, G-SYNC®",Integrated 60Wh,FHD 1080p with E-shutter,"1x HDMI® 2.1, up to 8K/60Hz 1x Headphone / microphone combo jack (3.5mm) 1x Ethernet (RJ-45) 3x USB-A (USB 5Gbps / USB 3.2 Gen 1) 1x USB-C® (USB 10Gbps / USB 3.2 Gen 2), with Lenovo® PD 140W and DisplayPort™ 1.4 1x Power connector",2.38 kg,2 Years,,Unknown,16.0,26540928,"1920 X 1080, 144 Hz",Gaming / Creator
ASUS,TUF Gaming F16 FX607VU-RL805W,Intel Core 5 210H,Nvidia GeForce RTX 4050 6GB,6GB GDDR6,8GB DDR5-5600 SO-DIMM,512GB PCIe® 4.0 NVMe™ M.2 SSD,"16-inch, FHD+ 16:10 (1920 x 1200, WUXGA), Value IPS-level, Anti-glare display, Refresh Rate:144Hz, Response Time:7ms, G-Sync, MUX Switch + NVIDIA® Advanced Optimus","56WHrs, 4S1P, 4-cell Li-ion",720P HD camera,1x 3.5mm Combo Audio Jack 1x HDMI 2.1 FRL 2x USB 3.2 Gen 1 Type-A (data speed up to 5Gbps) 1x USB 3.2 Gen 2 Type-C with support for DisplayPort™ / power delivery / G-SYNC (data speed up to 10Gbps) 1x RJ45 LAN port 1x Thunderbolt™ 4 with support for Displa,2.20 Kg,1 Year,,Unknown,8.0,20868078,"1920 x 1200, 144 Hz",Gaming / Creator
ASUS,Vivobook 16X K3605ZF-RP005W,Intel Core I5-12500H,Nvidia GeForce RTX 2050 4GB,4GB GDDR6,8GB DDR4 on board,512GB M.2 NVMe™ PCIe® 4.0 SSD,"16.0-inch, WUXGA 16:10 aspect ratio, IPS-level Panel, LED Backlit, 144Hz refresh rate, 300nits, 45% NTSC color gamut, Anti-glare display, TÜV Rheinland-certified, (Screen-to-body ratio)86%","50WHrs, 3S1P, 3-cell Li-ion",720p HD camera With privacy shutter,1x USB 3.2 Gen 1 Type-C with support for power delivery (data speed up to 5Gbps) 2x USB 3.2 Gen 1 Type-A (data speed up to 5Gbps) 1x HDMI 2.1 TMDS 1x 3.5mm Combo Audio Jack 1x DC-in SD 4.0 card reader,1.80 kg,1 Year,,Unknown,8.0,15650928,"1920 x 1200, 144 Hz",Gaming / Creator
Lenovo,LOQ 15IRX9,Intel Core I7-14700HX,NVIDIA® GeForce RTX™ 4060 8GB,8GB GDDR6,16GB 2x 8GB SO-DIMM DDR5-5600,1TB SSD M.2 2242 PCIe® 4.0x4 NVMe®,"15.6"" FHD IPS 300nits Anti-glare, 100% sRGB, 144Hz, G-SYNC®",60Wh,FHD 1080p with E-shutter,"3x USB-A (USB 5Gbps / USB 3.2 Gen 1) 1x USB-C® (USB 10Gbps / USB 3.2 Gen 2), with Lenovo® PD 140W and DisplayPort™ 1.4 1x HDMI® 2.1, up to 8K/60Hz 1x Headphone / microphone combo jack (3.5mm) 1x Ethernet (RJ-45) 1x Power connector",2.38 kg,2 Years,,Unknown,16.0,26993081,"1920 x 1080, 144 Hz",Gaming / Creator
MSI,Thin 15 A B7VF,AMD Ryzen 7 7735HS,Nvidia GeForce RTX 4060 8GB,8GB GDDR6,16GB DDR5 8GB*2,512GB NVMe PCIe SSD,"15.6"" FHD (1920x1080), 144Hz, IPS-Level",3-Cell 52.4 Battery (Whr),HD type (30fps@720p),1x Type-C (USB3.2 Gen2 / DisplayPort™/ Power Delivery 3.0) 3x Type-A USB3.2 Gen1 1x HDMI™ 2.1 (8K @ 60Hz / 4K @ 120Hz) 1x RJ45,1.86 kg,2 Years,,Unknown,16.0,20617724,"1920 x 1080, 144 Hz",Gaming / Creator
MSI,Katana A15 AI B8VE,AMD Ryzen 9 8945HS,Nvidia GeForce RTX 4050 6GB,6GB GDDR6,16GB DDR5 8GB*2,512GB NVMe PCIe SSD,"15.6"" FHD (1920x1080), 144Hz, IPS-Level",3-Cell 53.5 Battery (Whr),HD type (30fps@720p),1x Type-C (USB3.2 Gen1 / DisplayPort™) 2x Type-A USB3.2 Gen1 1x Type-A USB2.0 1x HDMI™ 2.1 (8K @ 60Hz / 4K @ 120Hz) 1x RJ45,2.25 kg,2 Years,,Unknown,16.0,23624542,"1920 x 1080, 144 Hz",Gaming / Creator
MSI,Katana A15 AI B8VF,AMD Ryzen 9 8945HS,Nvidia GeForce RTX 4060 8GB,8GB GDDR6,16GB DDR5 8GB*2,512GB NVMe PCIe SSD,"15.6"" FHD (1920x1080), 144Hz, IPS-Level",3-Cell 53.5 Battery (Whr),HD type (30fps@720p),1x Type-C (USB3.2 Gen1 / DisplayPort™) 2x Type-A USB3.2 Gen1 1x Type-A USB2.0 1x HDMI™ 2.1 (8K @ 60Hz / 4K @ 120Hz) 1x RJ45,2.25 kg,2 Years,,Unknown,16.0,25727053,"1920 x 1080, 144 Hz",Gaming / Creator
MSI,Thin 15 B13UC,Intel Core i7-13620H,Nvidia GeForce RTX 3050,4GB GDDR6,16GB,512GB SSD slot (NVMe PCIe Gen4),"15.6"" FHD (1920x1080), 144Hz, IPS-Level",3-Cell 52.4 Battery (Whr),HD type (30fps@720p),1x Type-C (USB3.2 Gen1 / DisplayPort™) 3x Type-A USB3.2 Gen1 1x HDMI™ (4K @ 30Hz) 1x RJ45,1.86 kg,2 Years,,Unknown,16.0,18181246,"1920x1080, 144 Hz",Gaming / Creator
